OPEN,CLOSE,HIGH,LOW
1212.1212121212122,1521.4540611164146,1521.4540611164146,1035.2
1212.6212121212122,1345.5224778158097,1364.8863727384032,1083.42
1212.1212121212122,1020.2607454744591,1214.1212121212122,978.1008267338889
1212.6212121212122,1359.580055367715,1434.9703925906779,1053.89
1353.9070728366607,1373.4512919405336,1502.135595738453,1170.11
1370.801552560155,1399.1452740062725,1437.4508705115875,1069.3011287399215
1399.9199471448144,1246.0388816179402,1451.402199332967,1059.67
1245.1442189736244,1378.2728597061973,1459.8304656868002,1033.02
1374.8686506433862,1279.0732483733505,1382.836743476545,1073.8
1279.3936875625382,1846.8551619529335,1904.3744518389128,1279.3936875625382
1842.11818562658,2039.5772785968156,2121.6457635091247,1049.83
2034.2475289413442,2120.2332261041265,2166.6652987058783,2018.6505222950743
2115.926448210172,1009.11,2117.926448210172,1008.11
1009.7992717081471,1381.246301428283,1465.5598688525188,999.6973699585349
1377.7961965754691,1474.600883520207,1605.0537435152003,1003.4
1474.8729236903096,1195.3036266177035,1474.8729236903096,746.65
1192.6033118381306,959.319202521778,1192.6033118381306,612.2555919053177
961.6387686433761,781.2685284827131,1061.1880674324154,573.58
782.5707064634371,565.5731448654425,840.6840492651803,424.4
567.3292117405016,632.3708488815412,683.3939852830522,283.57
629.8179468823413,369.90920630681296,658.1984975676717,304.75
371.2987358103422,628.8783622877893,632.5071186798101,183.8
622.9133349497196,496.1892597713804,623.9133349497196,340.38
492.84344444220443,639.1941046274072,681.498092837572,259.79
635.1991403083281,385.1428164597393,636.6991403083281,314.062236683236
381.03631442520395,326.2564637946613,781.0653466033918,216.72
326.4162299486886,229.87367835999336,355.35006384561507,183.4988820365627
225.06617743390402,224.13554968708578,329.6189938941535,117.92
225.7521111055966,382.3935744152814,529.9401252065868,124.43
383.2991714713861,468.26275350684756,492.9498164607621,192.69
464.0128875399724,1166.3668869521016,1293.37,254.05
1167.8118032491693,1231.3555279817062,1382.8076970995496,1004.3
1230.1197655315473,1475.263977289052,1509.7784321678798,1164.94
1470.0242026258845,1417.2639915401382,1517.0810606076914,957.72
1413.209473398549,1424.207674902282,1569.788604012907,1183.61
1423.8132220202338,1552.6921459783393,1594.233358016668,808.6
1554.483488096494,1935.4838765144148,2060.1800627652165,870.53
1936.62455358413,1042.1623614297253,1936.62455358413,976.2623232926966
1042.6411320777363,1313.1322441670272,1338.988210457064,994.8061157140504
1311.4598452649082,1106.588642469339,1360.7684261818974,831.32
1106.2253530937505,1345.4113218158802,1363.3237174452167,586.19
1344.920837752332,1572.429073322197,1615.498262118885,1080.17
1570.8082766040272,1117.0899953995427,1571.8082766040272,835.75
1117.48995980272,1264.5013537386048,1312.7303924032167,1066.33
1262.3393365323773,1569.3853424400802,1633.4073975229594,791.07
1565.377368179104,2312.204202499613,2353.5679464581153,880.38
2310.2294821339324,2371.7903354719974,2479.0819355142135,2230.05327920021
2367.263955466585,2256.939632817049,2461.3594844513905,2228.020705480185
2253.4132769173607,2202.7549795514637,2281.648210765163,1139.0
2204.297377746591,1120.197815254514,2204.297377746591,1018.2838369792622
1115.3253506282074,1221.1592211790264,1345.4169617535274,1084.9827652058582
1216.504996162818,1351.414030443721,1424.3668317212464,800.21
1350.4566494833623,1713.3242156418744,1773.3563565997217,1026.11
1712.190647122844,1224.9476007405192,1715.9518513499183,926.96
1712.190647122844,1224.9476007405192,1715.9518513499183,926.96
1226.5869778519843,876.2947273202242,1227.5869778519843,620.43
877.8981974327213,1115.5156901812693,1196.5228474410908,877.8981974327213
1113.7761511419499,1413.0168207773672,1486.9837685883538,687.81
1411.227769638153,1447.4142446811882,1469.146678423835,830.24
1442.9846659062666,1262.5417389139452,1442.9846659062666,738.19
1259.8905243255024,1324.466766552654,1397.2269884238588,677.44
1321.611404256278,1614.0072420937681,1649.7541153253176,746.63
1613.4587026267575,1062.3606562395748,1614.4587026267575,866.56
1061.866099230581,1199.27,1578.0286989587566,1005.14
1199.144511527836,1334.3838827547693,1433.7599662107014,1030.65
1334.0256714674993,1322.3445608538634,1536.1093218305584,677.14
1324.0071594763024,1475.6081197803342,1523.502471797425,822.31
1474.5908254706364,1184.9913947499822,1474.5908254706364,860.03
1185.5949978927704,1434.5107375873813,1493.5799547952818,714.51
1433.446995605724,1421.821073366511,1512.2193458551817,952.35
1433.446995605724,1421.821073366511,1512.2193458551817,952.35
1422.8257383420678,1049.395352784235,1423.8257383420678,914.87
1048.1894333358632,1341.1479728072504,1366.5400298131738,619.92
1336.4573578716672,1253.16,1336.4573578716672,764.9
1253.8111397255147,971.4851900574846,1254.3111397255147,669.0
972.0982397255078,1005.6373919932315,1175.2605731790147,626.6
1004.6050114632351,1117.653850746579,1237.2305883990603,583.76
1113.2541380720952,1054.45,1466.3227764064786,560.37
1051.7967906212218,923.5869413981486,1231.52,547.03
920.7622455053715,916.1546034057183,922.7622455053715,471.17
918.6004709696402,1129.6869129599042,1334.5412785231365,530.96
1128.4779518230132,1547.8715459278205,1591.5077130451048,659.81
1544.833907150611,1471.281002552795,1689.4561835021311,899.68
1472.024498035657,1288.9893057852412,1473.524498035657,809.32
1284.0318471807627,1309.4923874565213,1433.2603584286364,665.25
1307.3587451457968,1409.6534460601695,1433.6213277235374,1121.91
1307.3587451457968,1409.6534460601695,1433.6213277235374,1121.91
1404.119844048062,1132.1829783892201,1451.739066949343,714.43
1131.7940411894958,1250.8619283172864,1308.6877180148904,669.27
1252.541246952078,1794.0091321290736,1843.6317521087853,1002.47
1795.5541001463148,1758.337905982567,1895.3536233739787,1046.5
1754.7528170505145,2356.2146832742856,2408.1938745376387,1087.78
2356.423758277116,2728.3528786566712,2808.1128298290273,2288.8673062179346
2723.4810753061574,2371.090040542322,2725.9810753061574,1015.96
2372.917592227398,1511.2540613774188,2372.917592227398,1458.4018570102035
1511.379484141419,1529.9169698746807,1592.6526058197594,826.38
1529.1220773183015,1396.9380781837158,1529.1220773183015,790.09
1393.2867984231534,1751.3545959138776,1772.5577119452316,906.87
1748.7836207849828,2489.8795572346708,2595.3280864519224,1330.4
2484.14911887038,2634.8272203944757,2694.246189256514,1478.07
2630.600912708447,2820.9403983969364,2853.4869954974515,1754.01
2816.7112524759646,2927.8455864807042,2994.4947827645938,1328.71
2927.772990499872,3294.6117391963567,3350.5495647965618,1098.41
3294.875284338256,1906.4659147413654,3295.875284338256,1867.8297172093887
1903.5909924973375,1703.2449238653164,1923.5653357178599,1037.57
1699.2784571029276,1511.7950778250065,1720.810877976659,1046.76
1511.8633920120712,1152.0062886592384,1511.8633920120712,836.5
1154.2914513812439,1129.70158787415,1242.84,677.15
1130.7715286765606,1507.4488111004166,1594.693445308727,645.25
1504.0894353730853,1190.687223945046,1505.5894353730853,768.88
1189.547797388225,1081.5485678945026,1274.38,641.62
1079.423807710662,1256.05801494487,1333.9037371235358,574.85
1251.6028918971244,1057.9892794271054,1252.6028918971244,744.33
1057.9494380191288,1198.6900984937781,1235.897545199936,546.33
1197.628137321963,1124.6463976449872,1217.9153240492565,606.45
1121.4813785497347,1584.1327858190266,1657.068424730228,627.84
1581.208455561634,1179.695891054614,1582.208455561634,896.56
1181.07982011905,1221.508017249008,1395.6576329935474,1097.22
1220.1946165993515,1465.1679714081479,1489.1489144036807,1008.51
1462.269954757182,1192.9753020163048,1462.269954757182,903.19
1187.0238755072426,1123.0612751365811,1266.5317850870238,999.0596520676208
1120.37127694581,1091.26,1723.054987700755,1027.45
1089.6646791223443,1320.6767955967025,1367.5637838503949,723.34
1317.4975350163452,1684.6713178924695,1684.6713178924695,1090.3
1679.645699448056,1492.6283652315217,1691.9643344288345,868.56
1493.8016281739285,2023.2729401720617,2040.5013709241905,909.79
2021.5012080545055,1175.8307975110881,2022.0012080545055,987.48
1170.9761000132844,1316.7625576839325,1403.2494184691352,1029.53
1317.259649242863,1174.7096460432979,1319.759649242863,866.89
1170.6169326822346,1560.632868749772,1594.609294309409,724.22
1561.4152709371067,1231.178935292796,1562.9152709371067,935.37
1232.0211076728099,1477.0746581975259,1496.6792945489199,766.96
1477.74561485277,1227.4416735944915,1477.74561485277,779.43
1229.2564313892665,991.7177868636504,1229.7564313892665,636.13
988.1299595198157,1057.2736216271887,1277.25,650.44
1053.1003699413752,1118.5345510587942,1250.99,633.51
